onset1	nucleus1	coda1	shape1	onset2	nucleus2	coda2	shape2	shape	syllable.contact.code	transcription
p	iː	ŋ	CVC	t	æ	p	CVC	CVC.CVC	-NPA	piːŋtæp
p	iː	ŋ	CVC	t	æ	t	CVC	CVC.CVC	-NPA	piːŋtæt
p	iː	ŋ	CVC	t	æ	k	CVC	CVC.CVC	-NPA	piːŋtæk
p	iː	ŋ	CVC	t	æ	s	CVC	CVC.CVC	-NPA	piːŋtæs
p	iː	ŋ	CVC	k	ɪ	m	CVC	CVC.CVC	+NPA	piːŋkɪm
p	iː	ŋ	CVC	k	ɪ	n	CVC	CVC.CVC	+NPA	piːŋkɪn
p	iː	ŋ	CVC	k	ɪ	p	CVC	CVC.CVC	+NPA	piːŋkɪp
p	iː	ŋ	CVC	k	ɪ	t	CVC	CVC.CVC	+NPA	piːŋkɪt
p	iː	ŋ	CVC	k	ɪ	k	CVC	CVC.CVC	+NPA	piːŋkɪk
p	iː	ŋ	CVC	k	ɪ	s	CVC	CVC.CVC	+NPA	piːŋkɪs
p	iː	ŋ	CVC	k	ʊ	m	CVC	CVC.CVC	+NPA	piːŋkʊm
p	iː	ŋ	CVC	k	ʊ	n	CVC	CVC.CVC	+NPA	piːŋkʊn
p	iː	ŋ	CVC	k	ʊ	p	CVC	CVC.CVC	+NPA	piːŋkʊp
p	iː	ŋ	CVC	k	ʊ	t	CVC	CVC.CVC	+NPA	piːŋkʊt
p	iː	ŋ	CVC	k	ʊ	k	CVC	CVC.CVC	+NPA	piːŋkʊk
p	iː	ŋ	CVC	k	ʊ	s	CVC	CVC.CVC	+NPA	piːŋkʊs
p	iː	ŋ	CVC	k	ɛ	m	CVC	CVC.CVC	+NPA	piːŋkɛm
p	iː	ŋ	CVC	k	ɛ	n	CVC	CVC.CVC	+NPA	piːŋkɛn
p	iː	ŋ	CVC	k	ɛ	p	CVC	CVC.CVC	+NPA	piːŋkɛp
p	iː	ŋ	CVC	k	ɛ	t	CVC	CVC.CVC	+NPA	piːŋkɛt
p	iː	ŋ	CVC	k	ɛ	k	CVC	CVC.CVC	+NPA	piːŋkɛk
p	iː	ŋ	CVC	k	ɛ	s	CVC	CVC.CVC	+NPA	piːŋkɛs
p	iː	ŋ	CVC	k	æ	m	CVC	CVC.CVC	+NPA	piːŋkæm
p	iː	ŋ	CVC	k	æ	n	CVC	CVC.CVC	+NPA	piːŋkæn
p	iː	ŋ	CVC	k	æ	p	CVC	CVC.CVC	+NPA	piːŋkæp
p	iː	ŋ	CVC	k	æ	t	CVC	CVC.CVC	+NPA	piːŋkæt
p	iː	ŋ	CVC	k	æ	k	CVC	CVC.CVC	+NPA	piːŋkæk
p	iː	ŋ	CVC	k	æ	s	CVC	CVC.CVC	+NPA	piːŋkæs
p	iː	ŋ	CVC	b	ɪ	m	CVC	CVC.CVC	-NPA	piːŋbɪm
p	iː	ŋ	CVC	b	ɪ	n	CVC	CVC.CVC	-NPA	piːŋbɪn
p	iː	ŋ	CVC	b	ɪ	p	CVC	CVC.CVC	-NPA	piːŋbɪp
p	iː	ŋ	CVC	b	ɪ	t	CVC	CVC.CVC	-NPA	piːŋbɪt
p	iː	ŋ	CVC	b	ɪ	k	CVC	CVC.CVC	-NPA	piːŋbɪk
p	iː	ŋ	CVC	b	ɪ	s	CVC	CVC.CVC	-NPA	piːŋbɪs
p	iː	ŋ	CVC	b	ʊ	m	CVC	CVC.CVC	-NPA	piːŋbʊm
p	iː	ŋ	CVC	b	ʊ	n	CVC	CVC.CVC	-NPA	piːŋbʊn
p	iː	ŋ	CVC	b	ʊ	p	CVC	CVC.CVC	-NPA	piːŋbʊp
p	iː	ŋ	CVC	b	ʊ	t	CVC	CVC.CVC	-NPA	piːŋbʊt
p	iː	ŋ	CVC	b	ʊ	k	CVC	CVC.CVC	-NPA	piːŋbʊk
p	iː	ŋ	CVC	b	ʊ	s	CVC	CVC.CVC	-NPA	piːŋbʊs
p	iː	ŋ	CVC	b	ɛ	m	CVC	CVC.CVC	-NPA	piːŋbɛm
p	iː	ŋ	CVC	b	ɛ	n	CVC	CVC.CVC	-NPA	piːŋbɛn
p	iː	ŋ	CVC	b	ɛ	p	CVC	CVC.CVC	-NPA	piːŋbɛp
p	iː	ŋ	CVC	b	ɛ	t	CVC	CVC.CVC	-NPA	piːŋbɛt
p	iː	ŋ	CVC	b	ɛ	k	CVC	CVC.CVC	-NPA	piːŋbɛk
p	iː	ŋ	CVC	b	ɛ	s	CVC	CVC.CVC	-NPA	piːŋbɛs
p	iː	ŋ	CVC	b	æ	m	CVC	CVC.CVC	-NPA	piːŋbæm
p	iː	ŋ	CVC	b	æ	n	CVC	CVC.CVC	-NPA	piːŋbæn
p	iː	ŋ	CVC	b	æ	p	CVC	CVC.CVC	-NPA	piːŋbæp
p	iː	ŋ	CVC	b	æ	t	CVC	CVC.CVC	-NPA	piːŋbæt
p	iː	ŋ	CVC	b	æ	k	CVC	CVC.CVC	-NPA	piːŋbæk
p	iː	ŋ	CVC	b	æ	s	CVC	CVC.CVC	-NPA	piːŋbæs
p	iː	ŋ	CVC	d	ɪ	m	CVC	CVC.CVC	-NPA	piːŋdɪm
p	iː	ŋ	CVC	d	ɪ	n	CVC	CVC.CVC	-NPA	piːŋdɪn
p	iː	ŋ	CVC	d	ɪ	p	CVC	CVC.CVC	-NPA	piːŋdɪp
p	iː	ŋ	CVC	d	ɪ	t	CVC	CVC.CVC	-NPA	piːŋdɪt
p	iː	ŋ	CVC	d	ɪ	k	CVC	CVC.CVC	-NPA	piːŋdɪk
p	iː	ŋ	CVC	d	ɪ	s	CVC	CVC.CVC	-NPA	piːŋdɪs
p	iː	ŋ	CVC	d	ʊ	m	CVC	CVC.CVC	-NPA	piːŋdʊm
p	iː	ŋ	CVC	d	ʊ	n	CVC	CVC.CVC	-NPA	piːŋdʊn
p	iː	ŋ	CVC	d	ʊ	p	CVC	CVC.CVC	-NPA	piːŋdʊp
p	iː	ŋ	CVC	d	ʊ	t	CVC	CVC.CVC	-NPA	piːŋdʊt
p	iː	ŋ	CVC	d	ʊ	k	CVC	CVC.CVC	-NPA	piːŋdʊk
p	iː	ŋ	CVC	d	ʊ	s	CVC	CVC.CVC	-NPA	piːŋdʊs
p	iː	ŋ	CVC	d	ɛ	m	CVC	CVC.CVC	-NPA	piːŋdɛm
p	iː	ŋ	CVC	d	ɛ	n	CVC	CVC.CVC	-NPA	piːŋdɛn
p	iː	ŋ	CVC	d	ɛ	p	CVC	CVC.CVC	-NPA	piːŋdɛp
p	iː	ŋ	CVC	d	ɛ	t	CVC	CVC.CVC	-NPA	piːŋdɛt
p	iː	ŋ	CVC	d	ɛ	k	CVC	CVC.CVC	-NPA	piːŋdɛk
p	iː	ŋ	CVC	d	ɛ	s	CVC	CVC.CVC	-NPA	piːŋdɛs
p	iː	ŋ	CVC	d	æ	m	CVC	CVC.CVC	-NPA	piːŋdæm
p	iː	ŋ	CVC	d	æ	n	CVC	CVC.CVC	-NPA	piːŋdæn
p	iː	ŋ	CVC	d	æ	p	CVC	CVC.CVC	-NPA	piːŋdæp
p	iː	ŋ	CVC	d	æ	t	CVC	CVC.CVC	-NPA	piːŋdæt
p	iː	ŋ	CVC	d	æ	k	CVC	CVC.CVC	-NPA	piːŋdæk
p	iː	ŋ	CVC	d	æ	s	CVC	CVC.CVC	-NPA	piːŋdæs
p	iː	ŋ	CVC	g	ɪ	m	CVC	CVC.CVC	+NPA	piːŋgɪm
p	iː	ŋ	CVC	g	ɪ	n	CVC	CVC.CVC	+NPA	piːŋgɪn
p	iː	ŋ	CVC	g	ɪ	p	CVC	CVC.CVC	+NPA	piːŋgɪp
p	iː	ŋ	CVC	g	ɪ	t	CVC	CVC.CVC	+NPA	piːŋgɪt
p	iː	ŋ	CVC	g	ɪ	k	CVC	CVC.CVC	+NPA	piːŋgɪk
p	iː	ŋ	CVC	g	ɪ	s	CVC	CVC.CVC	+NPA	piːŋgɪs
p	iː	ŋ	CVC	g	ʊ	m	CVC	CVC.CVC	+NPA	piːŋgʊm
p	iː	ŋ	CVC	g	ʊ	n	CVC	CVC.CVC	+NPA	piːŋgʊn
p	iː	ŋ	CVC	g	ʊ	p	CVC	CVC.CVC	+NPA	piːŋgʊp
p	iː	ŋ	CVC	g	ʊ	t	CVC	CVC.CVC	+NPA	piːŋgʊt
p	iː	ŋ	CVC	g	ʊ	k	CVC	CVC.CVC	+NPA	piːŋgʊk
p	iː	ŋ	CVC	g	ʊ	s	CVC	CVC.CVC	+NPA	piːŋgʊs
p	iː	ŋ	CVC	g	ɛ	m	CVC	CVC.CVC	+NPA	piːŋgɛm
p	iː	ŋ	CVC	g	ɛ	n	CVC	CVC.CVC	+NPA	piːŋgɛn
p	iː	ŋ	CVC	g	ɛ	p	CVC	CVC.CVC	+NPA	piːŋgɛp
p	iː	ŋ	CVC	g	ɛ	t	CVC	CVC.CVC	+NPA	piːŋgɛt
p	iː	ŋ	CVC	g	ɛ	k	CVC	CVC.CVC	+NPA	piːŋgɛk
p	iː	ŋ	CVC	g	ɛ	s	CVC	CVC.CVC	+NPA	piːŋgɛs
p	iː	ŋ	CVC	g	æ	m	CVC	CVC.CVC	+NPA	piːŋgæm
p	iː	ŋ	CVC	g	æ	n	CVC	CVC.CVC	+NPA	piːŋgæn
p	iː	ŋ	CVC	g	æ	p	CVC	CVC.CVC	+NPA	piːŋgæp
p	iː	ŋ	CVC	g	æ	t	CVC	CVC.CVC	+NPA	piːŋgæt
p	iː	ŋ	CVC	g	æ	k	CVC	CVC.CVC	+NPA	piːŋgæk
p	iː	ŋ	CVC	g	æ	s	CVC	CVC.CVC	+NPA	piːŋgæs
p	iː	ŋ	CVC	s	ɪ	m	CVC	CVC.CVC	-NPA	piːŋsɪm
p	iː	ŋ	CVC	s	ɪ	n	CVC	CVC.CVC	-NPA	piːŋsɪn
p	iː	ŋ	CVC	s	ɪ	p	CVC	CVC.CVC	-NPA	piːŋsɪp
p	iː	ŋ	CVC	s	ɪ	t	CVC	CVC.CVC	-NPA	piːŋsɪt
p	iː	ŋ	CVC	s	ɪ	k	CVC	CVC.CVC	-NPA	piːŋsɪk
p	iː	ŋ	CVC	s	ɪ	s	CVC	CVC.CVC	-NPA	piːŋsɪs
p	iː	ŋ	CVC	s	ʊ	m	CVC	CVC.CVC	-NPA	piːŋsʊm
p	iː	ŋ	CVC	s	ʊ	n	CVC	CVC.CVC	-NPA	piːŋsʊn
p	iː	ŋ	CVC	s	ʊ	p	CVC	CVC.CVC	-NPA	piːŋsʊp
p	iː	ŋ	CVC	s	ʊ	t	CVC	CVC.CVC	-NPA	piːŋsʊt
p	iː	ŋ	CVC	s	ʊ	k	CVC	CVC.CVC	-NPA	piːŋsʊk
p	iː	ŋ	CVC	s	ʊ	s	CVC	CVC.CVC	-NPA	piːŋsʊs
p	iː	ŋ	CVC	s	ɛ	m	CVC	CVC.CVC	-NPA	piːŋsɛm
p	iː	ŋ	CVC	s	ɛ	n	CVC	CVC.CVC	-NPA	piːŋsɛn
p	iː	ŋ	CVC	s	ɛ	p	CVC	CVC.CVC	-NPA	piːŋsɛp
p	iː	ŋ	CVC	s	ɛ	t	CVC	CVC.CVC	-NPA	piːŋsɛt
p	iː	ŋ	CVC	s	ɛ	k	CVC	CVC.CVC	-NPA	piːŋsɛk
p	iː	ŋ	CVC	s	ɛ	s	CVC	CVC.CVC	-NPA	piːŋsɛs
p	iː	ŋ	CVC	s	æ	m	CVC	CVC.CVC	-NPA	piːŋsæm
p	iː	ŋ	CVC	s	æ	n	CVC	CVC.CVC	-NPA	piːŋsæn
p	iː	ŋ	CVC	s	æ	p	CVC	CVC.CVC	-NPA	piːŋsæp
p	iː	ŋ	CVC	s	æ	t	CVC	CVC.CVC	-NPA	piːŋsæt
p	iː	ŋ	CVC	s	æ	k	CVC	CVC.CVC	-NPA	piːŋsæk
p	iː	ŋ	CVC	s	æ	s	CVC	CVC.CVC	-NPA	piːŋsæs
p	iː	t	CVC	k	ɪ	m	CVC	CVC.CVC	+OVA	piːtkɪm
p	iː	t	CVC	k	ɪ	n	CVC	CVC.CVC	+OVA	piːtkɪn
p	iː	t	CVC	k	ɪ	ŋ	CVC	CVC.CVC	+OVA	piːtkɪŋ
p	iː	t	CVC	k	ɪ	p	CVC	CVC.CVC	+OVA	piːtkɪp
p	iː	t	CVC	k	ɪ	k	CVC	CVC.CVC	+OVA	piːtkɪk
p	iː	t	CVC	k	ɪ	s	CVC	CVC.CVC	+OVA	piːtkɪs
p	iː	t	CVC	k	ʊ	m	CVC	CVC.CVC	+OVA	piːtkʊm
p	iː	t	CVC	k	ʊ	n	CVC	CVC.CVC	+OVA	piːtkʊn
p	iː	t	CVC	k	ʊ	ŋ	CVC	CVC.CVC	+OVA	piːtkʊŋ
p	iː	t	CVC	k	ʊ	p	CVC	CVC.CVC	+OVA	piːtkʊp
p	iː	t	CVC	k	ʊ	k	CVC	CVC.CVC	+OVA	piːtkʊk
p	iː	t	CVC	k	ʊ	s	CVC	CVC.CVC	+OVA	piːtkʊs
p	iː	t	CVC	k	ɛ	m	CVC	CVC.CVC	+OVA	piːtkɛm
p	iː	t	CVC	k	ɛ	n	CVC	CVC.CVC	+OVA	piːtkɛn
p	iː	t	CVC	k	ɛ	ŋ	CVC	CVC.CVC	+OVA	piːtkɛŋ
p	iː	t	CVC	k	ɛ	p	CVC	CVC.CVC	+OVA	piːtkɛp
p	iː	t	CVC	k	ɛ	k	CVC	CVC.CVC	+OVA	piːtkɛk
p	iː	t	CVC	k	ɛ	s	CVC	CVC.CVC	+OVA	piːtkɛs
p	iː	t	CVC	k	æ	m	CVC	CVC.CVC	+OVA	piːtkæm
p	iː	t	CVC	k	æ	n	CVC	CVC.CVC	+OVA	piːtkæn
p	iː	t	CVC	k	æ	ŋ	CVC	CVC.CVC	+OVA	piːtkæŋ
p	iː	t	CVC	k	æ	p	CVC	CVC.CVC	+OVA	piːtkæp
p	iː	t	CVC	k	æ	k	CVC	CVC.CVC	+OVA	piːtkæk
p	iː	t	CVC	k	æ	s	CVC	CVC.CVC	+OVA	piːtkæs
p	iː	t	CVC	b	ɪ	m	CVC	CVC.CVC	-OVA	piːtbɪm
p	iː	t	CVC	b	ɪ	n	CVC	CVC.CVC	-OVA	piːtbɪn
p	iː	t	CVC	b	ɪ	ŋ	CVC	CVC.CVC	-OVA	piːtbɪŋ
p	iː	t	CVC	b	ɪ	p	CVC	CVC.CVC	-OVA	piːtbɪp
p	iː	t	CVC	b	ɪ	k	CVC	CVC.CVC	-OVA	piːtbɪk
p	iː	t	CVC	b	ɪ	s	CVC	CVC.CVC	-OVA	piːtbɪs
p	iː	t	CVC	b	ʊ	m	CVC	CVC.CVC	-OVA	piːtbʊm
p	iː	t	CVC	b	ʊ	n	CVC	CVC.CVC	-OVA	piːtbʊn
p	iː	t	CVC	b	ʊ	ŋ	CVC	CVC.CVC	-OVA	piːtbʊŋ
p	iː	t	CVC	b	ʊ	p	CVC	CVC.CVC	-OVA	piːtbʊp
p	iː	t	CVC	b	ʊ	k	CVC	CVC.CVC	-OVA	piːtbʊk
p	iː	t	CVC	b	ʊ	s	CVC	CVC.CVC	-OVA	piːtbʊs
p	iː	t	CVC	b	ɛ	m	CVC	CVC.CVC	-OVA	piːtbɛm
p	iː	t	CVC	b	ɛ	n	CVC	CVC.CVC	-OVA	piːtbɛn
p	iː	t	CVC	b	ɛ	ŋ	CVC	CVC.CVC	-OVA	piːtbɛŋ
p	iː	t	CVC	b	ɛ	p	CVC	CVC.CVC	-OVA	piːtbɛp
p	iː	t	CVC	b	ɛ	k	CVC	CVC.CVC	-OVA	piːtbɛk
p	iː	t	CVC	b	ɛ	s	CVC	CVC.CVC	-OVA	piːtbɛs
p	iː	t	CVC	b	æ	m	CVC	CVC.CVC	-OVA	piːtbæm
p	iː	t	CVC	b	æ	n	CVC	CVC.CVC	-OVA	piːtbæn
p	iː	t	CVC	b	æ	ŋ	CVC	CVC.CVC	-OVA	piːtbæŋ
p	iː	t	CVC	b	æ	p	CVC	CVC.CVC	-OVA	piːtbæp
p	iː	t	CVC	b	æ	k	CVC	CVC.CVC	-OVA	piːtbæk
p	iː	t	CVC	b	æ	s	CVC	CVC.CVC	-OVA	piːtbæs
p	iː	t	CVC	d	ɪ	m	CVC	CVC.CVC	-OVA	piːtdɪm
p	iː	t	CVC	d	ɪ	n	CVC	CVC.CVC	-OVA	piːtdɪn
p	iː	t	CVC	d	ɪ	ŋ	CVC	CVC.CVC	-OVA	piːtdɪŋ
p	iː	t	CVC	d	ɪ	p	CVC	CVC.CVC	-OVA	piːtdɪp
p	iː	t	CVC	d	ɪ	k	CVC	CVC.CVC	-OVA	piːtdɪk
p	iː	t	CVC	d	ɪ	s	CVC	CVC.CVC	-OVA	piːtdɪs
p	iː	t	CVC	d	ʊ	m	CVC	CVC.CVC	-OVA	piːtdʊm
p	iː	t	CVC	d	ʊ	n	CVC	CVC.CVC	-OVA	piːtdʊn
p	iː	t	CVC	d	ʊ	ŋ	CVC	CVC.CVC	-OVA	piːtdʊŋ
p	iː	t	CVC	d	ʊ	p	CVC	CVC.CVC	-OVA	piːtdʊp
p	iː	t	CVC	d	ʊ	k	CVC	CVC.CVC	-OVA	piːtdʊk
p	iː	t	CVC	d	ʊ	s	CVC	CVC.CVC	-OVA	piːtdʊs
p	iː	t	CVC	d	ɛ	m	CVC	CVC.CVC	-OVA	piːtdɛm
p	iː	t	CVC	d	ɛ	n	CVC	CVC.CVC	-OVA	piːtdɛn
p	iː	t	CVC	d	ɛ	ŋ	CVC	CVC.CVC	-OVA	piːtdɛŋ
p	iː	t	CVC	d	ɛ	p	CVC	CVC.CVC	-OVA	piːtdɛp
p	iː	t	CVC	d	ɛ	k	CVC	CVC.CVC	-OVA	piːtdɛk
p	iː	t	CVC	d	ɛ	s	CVC	CVC.CVC	-OVA	piːtdɛs
p	iː	t	CVC	d	æ	m	CVC	CVC.CVC	-OVA	piːtdæm
p	iː	t	CVC	d	æ	n	CVC	CVC.CVC	-OVA	piːtdæn
p	iː	t	CVC	d	æ	ŋ	CVC	CVC.CVC	-OVA	piːtdæŋ
p	iː	t	CVC	d	æ	p	CVC	CVC.CVC	-OVA	piːtdæp
p	iː	t	CVC	d	æ	k	CVC	CVC.CVC	-OVA	piːtdæk
p	iː	t	CVC	d	æ	s	CVC	CVC.CVC	-OVA	piːtdæs
p	iː	t	CVC	g	ɪ	m	CVC	CVC.CVC	-OVA	piːtgɪm
p	iː	t	CVC	g	ɪ	n	CVC	CVC.CVC	-OVA	piːtgɪn
p	iː	t	CVC	g	ɪ	ŋ	CVC	CVC.CVC	-OVA	piːtgɪŋ
p	iː	t	CVC	g	ɪ	p	CVC	CVC.CVC	-OVA	piːtgɪp
p	iː	t	CVC	g	ɪ	k	CVC	CVC.CVC	-OVA	piːtgɪk
p	iː	t	CVC	g	ɪ	s	CVC	CVC.CVC	-OVA	piːtgɪs
p	iː	t	CVC	g	ʊ	m	CVC	CVC.CVC	-OVA	piːtgʊm
p	iː	t	CVC	g	ʊ	n	CVC	CVC.CVC	-OVA	piːtgʊn
p	iː	t	CVC	g	ʊ	ŋ	CVC	CVC.CVC	-OVA	piːtgʊŋ
p	iː	t	CVC	g	ʊ	p	CVC	CVC.CVC	-OVA	piːtgʊp
p	iː	t	CVC	g	ʊ	k	CVC	CVC.CVC	-OVA	piːtgʊk
p	iː	t	CVC	g	ʊ	s	CVC	CVC.CVC	-OVA	piːtgʊs
p	iː	t	CVC	g	ɛ	m	CVC	CVC.CVC	-OVA	piːtgɛm
p	iː	t	CVC	g	ɛ	n	CVC	CVC.CVC	-OVA	piːtgɛn
p	iː	t	CVC	g	ɛ	ŋ	CVC	CVC.CVC	-OVA	piːtgɛŋ
p	iː	t	CVC	g	ɛ	p	CVC	CVC.CVC	-OVA	piːtgɛp
p	iː	t	CVC	g	ɛ	k	CVC	CVC.CVC	-OVA	piːtgɛk
p	iː	t	CVC	g	ɛ	s	CVC	CVC.CVC	-OVA	piːtgɛs
p	iː	t	CVC	g	æ	m	CVC	CVC.CVC	-OVA	piːtgæm
p	iː	t	CVC	g	æ	n	CVC	CVC.CVC	-OVA	piːtgæn
p	iː	t	CVC	g	æ	ŋ	CVC	CVC.CVC	-OVA	piːtgæŋ
p	iː	t	CVC	g	æ	p	CVC	CVC.CVC	-OVA	piːtgæp
p	iː	t	CVC	g	æ	k	CVC	CVC.CVC	-OVA	piːtgæk
p	iː	t	CVC	g	æ	s	CVC	CVC.CVC	-OVA	piːtgæs
p	iː	t	CVC	s	ɪ	m	CVC	CVC.CVC	+OVA	piːtsɪm
p	iː	t	CVC	s	ɪ	n	CVC	CVC.CVC	+OVA	piːtsɪn
p	iː	t	CVC	s	ɪ	ŋ	CVC	CVC.CVC	+OVA	piːtsɪŋ
p	iː	t	CVC	s	ɪ	p	CVC	CVC.CVC	+OVA	piːtsɪp
p	iː	t	CVC	s	ɪ	k	CVC	CVC.CVC	+OVA	piːtsɪk
p	iː	t	CVC	s	ɪ	s	CVC	CVC.CVC	+OVA	piːtsɪs
p	iː	t	CVC	s	ʊ	m	CVC	CVC.CVC	+OVA	piːtsʊm
p	iː	t	CVC	s	ʊ	n	CVC	CVC.CVC	+OVA	piːtsʊn
p	iː	t	CVC	s	ʊ	ŋ	CVC	CVC.CVC	+OVA	piːtsʊŋ
p	iː	t	CVC	s	ʊ	p	CVC	CVC.CVC	+OVA	piːtsʊp
p	iː	t	CVC	s	ʊ	k	CVC	CVC.CVC	+OVA	piːtsʊk
p	iː	t	CVC	s	ʊ	s	CVC	CVC.CVC	+OVA	piːtsʊs
p	iː	t	CVC	s	ɛ	m	CVC	CVC.CVC	+OVA	piːtsɛm
p	iː	t	CVC	s	ɛ	n	CVC	CVC.CVC	+OVA	piːtsɛn
p	iː	t	CVC	s	ɛ	ŋ	CVC	CVC.CVC	+OVA	piːtsɛŋ
p	iː	t	CVC	s	ɛ	p	CVC	CVC.CVC	+OVA	piːtsɛp
p	iː	t	CVC	s	ɛ	k	CVC	CVC.CVC	+OVA	piːtsɛk
p	iː	t	CVC	s	ɛ	s	CVC	CVC.CVC	+OVA	piːtsɛs
p	iː	t	CVC	s	æ	m	CVC	CVC.CVC	+OVA	piːtsæm
p	iː	t	CVC	s	æ	n	CVC	CVC.CVC	+OVA	piːtsæn
p	iː	t	CVC	s	æ	ŋ	CVC	CVC.CVC	+OVA	piːtsæŋ
p	iː	t	CVC	s	æ	p	CVC	CVC.CVC	+OVA	piːtsæp
p	iː	t	CVC	s	æ	k	CVC	CVC.CVC	+OVA	piːtsæk
p	iː	t	CVC	s	æ	s	CVC	CVC.CVC	+OVA	piːtsæs
p	iː	k	CVC	t	ɪ	m	CVC	CVC.CVC	+OVA	piːktɪm
p	iː	k	CVC	t	ɪ	n	CVC	CVC.CVC	+OVA	piːktɪn
p	iː	k	CVC	t	ɪ	ŋ	CVC	CVC.CVC	+OVA	piːktɪŋ
p	iː	k	CVC	t	ɪ	p	CVC	CVC.CVC	+OVA	piːktɪp
p	iː	k	CVC	t	ɪ	t	CVC	CVC.CVC	+OVA	piːktɪt
p	iː	k	CVC	t	ɪ	s	CVC	CVC.CVC	+OVA	piːktɪs
p	iː	k	CVC	t	ʊ	m	CVC	CVC.CVC	+OVA	piːktʊm
p	iː	k	CVC	t	ʊ	n	CVC	CVC.CVC	+OVA	piːktʊn
p	iː	k	CVC	t	ʊ	ŋ	CVC	CVC.CVC	+OVA	piːktʊŋ
p	iː	k	CVC	t	ʊ	p	CVC	CVC.CVC	+OVA	piːktʊp
p	iː	k	CVC	t	ʊ	t	CVC	CVC.CVC	+OVA	piːktʊt
p	iː	k	CVC	t	ʊ	s	CVC	CVC.CVC	+OVA	piːktʊs
p	iː	k	CVC	t	ɛ	m	CVC	CVC.CVC	+OVA	piːktɛm
p	iː	k	CVC	t	ɛ	n	CVC	CVC.CVC	+OVA	piːktɛn
p	iː	k	CVC	t	ɛ	ŋ	CVC	CVC.CVC	+OVA	piːktɛŋ
p	iː	k	CVC	t	ɛ	p	CVC	CVC.CVC	+OVA	piːktɛp
p	iː	k	CVC	t	ɛ	t	CVC	CVC.CVC	+OVA	piːktɛt
p	iː	k	CVC	t	ɛ	s	CVC	CVC.CVC	+OVA	piːktɛs
p	iː	k	CVC	t	æ	m	CVC	CVC.CVC	+OVA	piːktæm
p	iː	k	CVC	t	æ	n	CVC	CVC.CVC	+OVA	piːktæn
p	iː	k	CVC	t	æ	ŋ	CVC	CVC.CVC	+OVA	piːktæŋ
p	iː	k	CVC	t	æ	p	CVC	CVC.CVC	+OVA	piːktæp
p	iː	k	CVC	t	æ	t	CVC	CVC.CVC	+OVA	piːktæt
p	iː	k	CVC	t	æ	s	CVC	CVC.CVC	+OVA	piːktæs
p	iː	k	CVC	b	ɪ	m	CVC	CVC.CVC	-OVA	piːkbɪm
p	iː	k	CVC	b	ɪ	n	CVC	CVC.CVC	-OVA	piːkbɪn
p	iː	k	CVC	b	ɪ	ŋ	CVC	CVC.CVC	-OVA	piːkbɪŋ
p	iː	k	CVC	b	ɪ	p	CVC	CVC.CVC	-OVA	piːkbɪp
p	iː	k	CVC	b	ɪ	t	CVC	CVC.CVC	-OVA	piːkbɪt
p	iː	k	CVC	b	ɪ	s	CVC	CVC.CVC	-OVA	piːkbɪs
p	iː	k	CVC	b	ʊ	m	CVC	CVC.CVC	-OVA	piːkbʊm
p	iː	k	CVC	b	ʊ	n	CVC	CVC.CVC	-OVA	piːkbʊn
p	iː	k	CVC	b	ʊ	ŋ	CVC	CVC.CVC	-OVA	piːkbʊŋ
p	iː	k	CVC	b	ʊ	p	CVC	CVC.CVC	-OVA	piːkbʊp
p	iː	k	CVC	b	ʊ	t	CVC	CVC.CVC	-OVA	piːkbʊt
p	iː	k	CVC	b	ʊ	s	CVC	CVC.CVC	-OVA	piːkbʊs
p	iː	k	CVC	b	ɛ	m	CVC	CVC.CVC	-OVA	piːkbɛm
p	iː	k	CVC	b	ɛ	n	CVC	CVC.CVC	-OVA	piːkbɛn
p	iː	k	CVC	b	ɛ	ŋ	CVC	CVC.CVC	-OVA	piːkbɛŋ
p	iː	k	CVC	b	ɛ	p	CVC	CVC.CVC	-OVA	piːkbɛp
p	iː	k	CVC	b	ɛ	t	CVC	CVC.CVC	-OVA	piːkbɛt
p	iː	k	CVC	b	ɛ	s	CVC	CVC.CVC	-OVA	piːkbɛs
p	iː	k	CVC	b	æ	m	CVC	CVC.CVC	-OVA	piːkbæm
p	iː	k	CVC	b	æ	n	CVC	CVC.CVC	-OVA	piːkbæn
p	iː	k	CVC	b	æ	ŋ	CVC	CVC.CVC	-OVA	piːkbæŋ
p	iː	k	CVC	b	æ	p	CVC	CVC.CVC	-OVA	piːkbæp
p	iː	k	CVC	b	æ	t	CVC	CVC.CVC	-OVA	piːkbæt
p	iː	k	CVC	b	æ	s	CVC	CVC.CVC	-OVA	piːkbæs
p	iː	k	CVC	d	ɪ	m	CVC	CVC.CVC	-OVA	piːkdɪm
p	iː	k	CVC	d	ɪ	n	CVC	CVC.CVC	-OVA	piːkdɪn
p	iː	k	CVC	d	ɪ	ŋ	CVC	CVC.CVC	-OVA	piːkdɪŋ
p	iː	k	CVC	d	ɪ	p	CVC	CVC.CVC	-OVA	piːkdɪp
p	iː	k	CVC	d	ɪ	t	CVC	CVC.CVC	-OVA	piːkdɪt
p	iː	k	CVC	d	ɪ	s	CVC	CVC.CVC	-OVA	piːkdɪs
p	iː	k	CVC	d	ʊ	m	CVC	CVC.CVC	-OVA	piːkdʊm
p	iː	k	CVC	d	ʊ	n	CVC	CVC.CVC	-OVA	piːkdʊn
p	iː	k	CVC	d	ʊ	ŋ	CVC	CVC.CVC	-OVA	piːkdʊŋ
